method L v h quenchtau 
2 64 4.0 0.5 0.05 
2 64 4.0 0.5 0.10 
2 64 4.0 0.5 0.20 
2 64 4.0 0.5 0.40 
2 64 4.0 1.0 0.05 
2 64 4.0 1.0 0.10 
2 64 4.0 1.0 0.20 
2 64 4.0 1.0 0.40 
2 64 4.0 2.0 0.05 
2 64 4.0 2.0 0.10 
2 64 4.0 2.0 0.20 
2 64 4.0 2.0 0.40 
2 64 4.0 3.0 0.05 
2 64 4.0 3.0 0.10 
2 64 4.0 3.0 0.20 
2 64 4.0 3.0 0.40 
2 64 4.0 0.5 0.05 
2 64 4.0 0.5 0.10 
2 64 4.0 0.5 0.20 
2 64 4.0 0.5 0.40 
2 64 4.0 1.0 0.05 
2 64 4.0 1.0 0.10 
2 64 4.0 1.0 0.20 
2 64 4.0 1.0 0.40 
2 64 4.0 2.0 0.05 
2 64 4.0 2.0 0.10 
2 64 4.0 2.0 0.20 
2 64 4.0 2.0 0.40 
2 64 4.0 3.0 0.05 
2 64 4.0 3.0 0.10 
2 64 4.0 3.0 0.20 
2 64 4.0 3.0 0.40 
2 64 5.0 0.5 0.05 
2 64 5.0 0.5 0.10 
2 64 5.0 0.5 0.20 
2 64 5.0 0.5 0.40 
2 64 5.0 1.0 0.05 
2 64 5.0 1.0 0.10 
2 64 5.0 1.0 0.20 
2 64 5.0 1.0 0.40 
2 64 5.0 2.0 0.05 
2 64 5.0 2.0 0.10 
2 64 5.0 2.0 0.20 
2 64 5.0 2.0 0.40 
2 64 5.0 3.0 0.05 
2 64 5.0 3.0 0.10 
2 64 5.0 3.0 0.20 
2 64 5.0 3.0 0.40 
2 64 6.0 0.5 0.05 
2 64 6.0 0.5 0.10 
2 64 6.0 0.5 0.20 
2 64 6.0 0.5 0.40 
2 64 6.0 1.0 0.05 
2 64 6.0 1.0 0.10 
2 64 6.0 1.0 0.20 
2 64 6.0 1.0 0.40 
2 64 6.0 2.0 0.05 
2 64 6.0 2.0 0.10 
2 64 6.0 2.0 0.20 
2 64 6.0 2.0 0.40 
2 64 6.0 3.0 0.05 
2 64 6.0 3.0 0.10 
2 64 6.0 3.0 0.20 
2 64 6.0 3.0 0.40 
2 64 7.0 0.5 0.05 
2 64 7.0 0.5 0.10 
2 64 7.0 0.5 0.20 
2 64 7.0 0.5 0.40 
2 64 7.0 1.0 0.05 
2 64 7.0 1.0 0.10 
2 64 7.0 1.0 0.20 
2 64 7.0 1.0 0.40 
2 64 7.0 2.0 0.05 
2 64 7.0 2.0 0.10 
2 64 7.0 2.0 0.20 
2 64 7.0 2.0 0.40 
2 64 7.0 3.0 0.05 
2 64 7.0 3.0 0.10 
2 64 7.0 3.0 0.20 
2 64 7.0 3.0 0.40 
2 64 8.0 0.5 0.05 
2 64 8.0 0.5 0.10 
2 64 8.0 0.5 0.20 
2 64 8.0 0.5 0.40 
2 64 8.0 1.0 0.05 
2 64 8.0 1.0 0.10 
2 64 8.0 1.0 0.20 
2 64 8.0 1.0 0.40 
2 64 8.0 2.0 0.05 
2 64 8.0 2.0 0.10 
2 64 8.0 2.0 0.20 
2 64 8.0 2.0 0.40 
2 64 8.0 3.0 0.05 
2 64 8.0 3.0 0.10 
2 64 8.0 3.0 0.20 
2 64 8.0 3.0 0.40 
